9.050040,44.894400,Hotel Salus>39038391561
9.050050,44.894330,Hotel Milano>39038391206
9.054740,45.418750,Hotel Carmen>39024453086
9.063350,45.544180,Hotel Fiera Rho>390293903494
9.063890,45.423480,Hotel Eur>39024451951
9.129960,45.499210,Hotel Arizona>390233404597
9.146180,45.187690,Hotel Moderno>390382303401
9.153320,45.475900,Hotel Fiera>390248005472
9.153570,45.490080,Best Western Hotel Berlino>3902324141
9.154940,45.490230,Hotel Regency>390392785329
9.160180,45.480450,Hotel Admiral>39023492151
9.161610,45.502540,Hotel Valganna>390239310089
9.163760,45.492280,Hotel Corallo>3902312747
9.164650,45.485890,Hotel Enterprise>3902318181
9.179070,45.459440,Hotel Regina>390258106913
9.203520,45.448930,Hotel Piacenza>39025455041
9.262900,45.073200,Hotel Don Carlo>39038542115
9.500420,45.311350,Albergo Anelli>390371421354
9.612100,45.511670,Hotel La Lepre>39036348233
8.642120,45.590370,Hotel Oleggio Malpensa>39032193301
9.541620,45.638590,GuglielMotel>390354826248
8.731920,45.676530,Palace Grand Hotel Varese>390332327100
9.495120,45.711800,Agriturismo Casa Clelia>39035799133
9.316330,45.726630,Hotel I Ronchi>39039956322
8.571890,45.733820,Hotel Le Palme>390322497971
8.584290,45.774520,Hotel dei Tigli>390331930836
9.087850,45.800210,Hotel Larius>390314038102
8.843010,45.802480,Hotel Acquario>390332811600
9.072150,45.812490,Park Hotel Meuble>39031572615
9.365690,45.857990,Albergo Baia di Pare'>390341581554
9.100890,45.859980,Grand Hotel Imperiale>39031346111
8.532050,45.882790,Hotel La Palma>39032332401
8.504570,45.911850,Hotel Rigoli>390323924756
8.561070,45.916280,Hotel Astor>390323504305
9.319480,45.921460,Hotel Grigna>390341731105
8.549100,45.922350,Hotel Aquadolce>390323505418
9.087480,45.958630,Hotel La Torre>39031830345
9.226220,45.983710,Hotel Bazzoni>39034440403
9.262160,45.984790,BeB Il Perlo Panorama>39031950229
9.241750,46.020520,Grand Hotel Victoria>39034432003
9.210880,46.025440,Hotel Merloni>39034432012
9.305790,46.047630,Hotel Meridiana>390341821126
9.571650,46.134720,Hotel Margna>390342610377
9.360980,46.293600,B e B Cimavilla>39034342560
9.665080,45.839810,Hotel Bigio>39034521058
9.670250,45.682310,Hotel Citta dei Mille>39035317400
9.673600,45.821210,Hotel La Ruspinella>39034521333
9.674440,45.690750,Hotel Piemontese>39035242629
9.677520,45.806650,Hotel Da Gianni>39034591093
9.680460,45.360340,Hotel Palace>39037381487
9.751390,45.781140,Hotel del Corso>39035761487
9.893130,45.588250,Europa Motel >390307402109
9.921870,45.773580,Hotel Bonanza>39035814161
9.958510,45.662640,Hotel Ulivi>39035912918
9.989990,45.104780,Hotel Novecento>390523825035
10.117120,45.764640,Hotel Concaverde>390309870946
10.155580,45.524370,Continental Hotel>390302582721
10.229690,45.511300,Primotel Brescia>390303534286
10.403020,45.475450,Hotel della Torre 1850>390309655111
10.537000,45.465430,Hotel Benaco>390309141710
10.539960,45.472360,Park Hotel>390309143351
10.546650,45.466970,Hotel Estee>390309141318
10.608970,45.481920,Hotel La Paul>39030916077
10.609020,45.476690,Hotel Astoria Lido>390309904392
10.616800,45.451350,Hotel Riel>390309905561
10.659390,45.685250,Hotel Baia d'Oro>39036571171
10.709740,45.574180,Hotel Bisesti>390457255766
10.719890,45.738060,Hotel Castello>39036573041
10.806340,44.916460,Hotel Cavallo Bianco>390522972177
11.227680,45.043440,Hotel Passacor>39038641461
10.794700,45.157890,Albergo San Lorenzo>390376220500
10.783240,45.158320,Hotel ABC>390376322329
10.951110,45.331530,Hotel Montemezzi>390457363566
11.108200,45.372460,Hotel Molino dei Sassi>390456050117
10.902560,45.412190,Hotel Saccardi>390458581400
10.977480,45.421610,Hotel Ramada Fiera>390458204485
10.989750,45.451110,Hotel Italia>39045918088
10.851610,45.470510,Montresor Hotel Tower>390456761111
10.739090,45.587550,Hotel Madrigale>390456279001
10.733290,45.638440,Hotel Diana>390457285113
11.224760,45.704810,Hotel Trettenero>390445780380
10.720380,45.738590,Hotel Tignale>390365760082
10.807750,45.766410,Hotel Val di Sogno>390457400108
10.754820,45.769400,Hotel Residence Piccola Italia>390365918141
10.775070,45.791860,Hotel Maxi>390365917181
10.771940,45.871840,Hotel Cima d'Oro>390464508110
10.776570,45.871940,Hotel Tre Oche>390464509062
11.032070,45.875830,Hotel Flora>390464438333
10.880790,45.878500,Hotel Villa Stella>390464505354
10.857570,45.878980,Relais Falisco>39076154981
10.856910,45.880130,Hotel Gabry>390464553600
10.862260,45.882030,Hotel Gardesana>390464552793
10.854030,45.882150,Hotel Mirage>390464552671
10.095360,45.929580,Hotel Scanapa>39034631386
10.751050,46.034780,Hotel Dell'Emigrante>390465321621
10.763090,46.155250,Centro Pineta Family Hotel e WellneSS>390465502758
9.861120,46.169420,Hotel Vittoria>390342533888
10.108070,46.189130,Locanda Altavilla>390342720355
10.787540,46.190640,Hotel La Locanda>390465501122
10.828240,46.227820,Hotel Oberosler>390465441136
10.200470,46.228820,Albergo Ristorante Valchiosa>390342701292
10.826550,46.230780,Hotel Milano>390465441210
10.827820,46.233370,Hotel Touring>390465441051
10.576020,46.257430,Hotel Adamello>390364903886
10.756380,46.311200,Hotel Pezzotti>390463751358
10.353260,46.424550,Hotel Vallechiara>390342904381
10.376240,46.464120,Hotel la Genzianella>390342904485
10.369200,46.465750,Hotel Residence Cristallo>390342902700
10.372540,46.466100,Baita dei Pini>390342904346
10.289260,46.488840,Hotel National Park>390342985040
10.453380,46.528620,Albergo Quarto Pirovano>390342904421
10.451170,46.529810,Albergo Folgore>390342903141
10.126230,46.530100,Hotel Sporting>390342996665
10.139900,46.532790,Hotel Baita Montana>390342990611
10.135110,46.537890,Hotel Concordia>390342990100
10.135100,46.538650,Hotel Posta>390342996076
10.142350,46.555730,Residence Nevegall>390342996739
10.812470,46.623920,Resicence Fux>390473742131
10.838960,45.885020,Hotel Sole>390464552686
10.844910,45.901160,Hotel fontanella>390464520374
10.860520,45.902940,Hotel Campagnola>390464521103
10.902210,45.907800,Hotel Everest>390464519277
11.085670,46.000770,Hotel Miramonti>390461843243
10.841030,46.001350,Hotel Al Sole>390465735025
10.844120,46.002950,Hotel Genzianella>390465735018
11.246950,46.004790,Hotel Micamada>390461723328
11.127280,46.034140,Aerhotel>390461944999
11.006280,46.036450,Hotel Floriani>390461564241
10.866100,46.039870,Hotel Flora>390465701549
11.126710,46.072260,Hotel Albermonaco>390461983060
11.118500,46.078470,Hotel Everest>390461825300
11.069620,46.178460,Hotel El Paso>390461583100
11.143450,46.205330,Lord Hotel>390461650120
11.030070,46.300680,AGRITUR DE PODA>390461652067
10.846930,46.319000,Hotel Tevini>390463974985
10.873510,46.320970,Hotel Gran Baita>390463986261
10.871590,46.327330,Hotel Dimaro>390463974375
11.135260,46.406850,Hotel Rosa>390463850080
11.014710,46.443340,Hotel Margherita>390463530531
11.009520,46.451490,BeB Larix>390463531031
11.243700,46.533570,Hotel Weingarten>390471257174
11.171720,46.671540,Hotel Le Torri>390783800031
11.150560,46.683580,Hotel Villa Tivoli>390473446282
12.840760,37.583480,Hotel Alceste>39092446184
12.434860,37.793420,New Hotel Palace>390923719492
12.450670,37.805680,Villa Favorita>390923989100
13.507430,38.018950,Hotel Valle Corvo>39091946093
12.881790,38.025720,Alloggi Vacanze - BeB>393384778954
12.849730,38.031860,Sataru Resort>39092439629
13.399710,38.101240,Hotel Villa d'Amato>390916212767
13.354620,38.105580,Casa Marconi>390916570611
13.358610,38.123390,Hotel Tonic>39091581754
13.359710,38.124420,Hotel Joli>390916111765
13.066640,41.223160,Hotel Il Faro>390773548909
13.441550,41.262500,Hotel Belvedere>390771557057
12.872310,41.405800,HOTEL MIRAMARE>390773273470
13.430950,41.664960,Hotel Laura>390775335045
13.017760,41.686470,Hotel La Pace>390776311653
13.216680,41.794890,Hotel San Giorgio>390775515313
13.219210,41.797780,Hotel Verdi>390775514092
13.223840,41.803240,Hotel Capri>390775506766
12.462950,41.884780,Grand Hotel del Gianicolo>390658335522
12.413270,41.891540,Raganelli Hotel>390666418023
12.499400,41.896450,Hotel Amalfi>39064744313
12.506100,41.903530,Hotel Adventure>39064469026
